Coast|Dogs not allowed|Established campsites|Fall foilage|Good for kids|Lakes|Mountain views|Old growth|Ridges/passes|Rivers|Summits|Waterfalls|Wildflowers/Meadows|Wildlife|elevation_gain|highest_point|hike_name|lat|long|numReports|number_votes|url|which_pass|super_region|sub_region|total_distance|stars|Backcountry camping permit. Register in person at ranger station (no fee)|Discover Pass|Discover Pass, Sno-Parks Permit|National Monument Fee|National Monument Fee, Sno-Parks Permit|National Park Pass|None|None, Northwest Forest Pass|Northwest Forest Pass|Northwest Forest Pass, Sno-Parks Permit|Oregon State Parks Day-Use|Refuge Entrance Pass|Sno-Parks Permit|Wilderness permit. Self-issue at trailhead (no fee)| Bellingham Area| Blewett Pass| Chinook Pass - Hwy 410| Cle Elum Area| Columbia River Gorge - OR| Columbia River Gorge - WA| Cougar Mountain| Dark Divide| Entiat Mountains/Lake Chelan| Goat Rocks| Grand Coulee| Hood Canal| Kitsap Peninsula| Leavenworth Area| Lewis River Region| Long Beach Area| Methow/Sawtooth| Mount Adams Area| Mount Baker Area| Mount St. Helens| Mountain Loop Highway| NE - Sunrise/White River| NW - Carbon River/Mowich| North Bend Area| North Cascades Highway - Hwy 20| Northern Coast| Okanogan Highlands/Kettle River Range| Olympia| Orcas Island| Pacific Coast| Palouse and Blue Mountains| Pasayten| Potholes Region| SE - Cayuse Pass/Steven's Canyon| SW - Longmire/Paradise| Salmon La Sac/Teanaway| San Juan Islands| Seattle-Tacoma Area| Selkirk Range| Snoqualmie Pass| Spokane Area/Coeur d'Alene| Squak Mountain| Stevens Pass - East| Stevens Pass - West| Tiger Mountain| Tri-Cities| Vancouver Area| Wenatchee| Whidbey Island| White Pass/Cowlitz River Valley| Yakima|NaN|distance_from_median
2079|0|0|0|0|0|0|1|0|0|0|1|0|0|0|3600.0|5400.0|Canoe Peak|||5|0.0|https://www.wta.org/go-hiking/hikes/canoe-peak|Northwest Forest Pass|Snoqualmie Region| North Bend Area|3.0|0.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
2500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Church Lake|48.9567|-121.8526|5||https://www.wta.org/go-hiking/hikes/church-lake||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9230.930306748365
2703|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Primrose Overlook|||5||https://www.wta.org/go-hiking/hikes/primrose-overlook||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1773|0|0|0|0|0|0|0|0|0|0|0|0|1|1|800.0|1400.0|Pilchuck Tree Farm|||5|1.0|https://www.wta.org/go-hiking/hikes/pilchuck-tree-farm||Puget Sound and Islands| Bellingham Area|4.75|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
156|0|0|1|0|0|0|1|1|0|0|0|0|1|1|3348.0|6565.0|Jungle Hill Loop|48.6066|-118.4776|5|5.0|https://www.wta.org/go-hiking/hikes/jungle-hill|None|Eastern Washington|NaN|15.4|3.6|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9233.93841409962
1011|0|0|0|0|1|0|0|1|0|0|0|0|1|0|1000.0|5715.0|Pyramid Peak|47.1157|-121.4064|5|0.0|https://www.wta.org/go-hiking/hikes/pyramid-peak|Northwest Forest Pass|Mount Rainier Area| Chinook Pass - Hwy 410|6.5|0.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9492.543082146547
2279|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Mac Peak|47.6515|-121.1908|5||https://www.wta.org/go-hiking/hikes/mac-peak||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9368.664179286154
2012|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Fortune Creek Pass|47.4292|-120.9377|5||https://www.wta.org/go-hiking/hikes/fortune-creek-pass|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9390.646564894869
2039|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1720.0|4320.0|Doe Falls|47.0304|-121.3266|5|5.0|https://www.wta.org/go-hiking/hikes/doe-falls|Northwest Forest Pass|South Cascades|NaN|7.25|2.8|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9438.494015826334
1721|0|0|0|0|0|0|0|0|0|0|0|0|0|0|60.0|60.0|Spencer Spit|48.5363|-122.8595|5|3.0|https://www.wta.org/go-hiking/hikes/spencer-spit||Puget Sound and Islands| San Juan Islands|1.2|3.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9189.420518669
2179|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||John Wayne Trail - South Cle Elum Trailhead|47.1845|-120.948|5||https://www.wta.org/go-hiking/hikes/iron-horse-trail-south-cle-elum-trailhead||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9417.72252818131
1733|0|0|0|0|0|0|1|0|0|0|0|0|0|1|||Spokane Gulch|48.7084|-120.9564|5||https://www.wta.org/go-hiking/hikes/spokane-gulch||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9249.837906167373
2017|0|0|0|0|0|0|1|0|0|0|1|0|0|1|2174.0|5674.0|Fir Mountain|48.6753|-118.8995|5|4.0|https://www.wta.org/go-hiking/hikes/fir-mountain|None|Eastern Washington| Okanogan Highlands/Kettle River Range|5.2|2.5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9126.358413744521
2008|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Gas Line Trail|47.4823|-121.9242|5||https://www.wta.org/go-hiking/hikes/gas-line-trail|Discover Pass|nan|NaN|||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9394.32853414862
2333|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Cat Creek Way|||5||https://www.wta.org/go-hiking/hikes/cat-creek-way-trail||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1666|0|1|1|0|0|1|0|0|1|0|0|0|1|1|6650.0|6300.0|Rainbow-McAlester Loop|48.5076|-120.73100000000001|5|0.0|https://www.wta.org/go-hiking/hikes/rainbow-mcalester-loop|Northwest Forest Pass|North Cascades| North Cascades Highway - Hwy 20|31.5|0.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9171.023658215314
2654|0|0|0|0|0|0|1|0|0|0|0|0|0|1|2700.0|5400.0|Sasse Ridge Snowshoe|47.3847|-121.0813|5|2.0|https://www.wta.org/go-hiking/hikes/sasse-ridge-snowshoe||Snoqualmie Region| Salmon La Sac/Teanaway|15.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9419.86321587631
2589|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Wildcat|||5||https://www.wta.org/go-hiking/hikes/wildcat||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2131|0|0|0|0|1|0|0|0|0|0|0|0|1|1|170.0|380.0|Ardmore Park Trails|47.6371|-122.1148|5|0.0|https://www.wta.org/go-hiking/hikes/ardmore-trails|None|Puget Sound and Islands| Seattle-Tacoma Area|1.5|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9384.592966987952
1927|0|0|0|0|1|0|1|0|0|0|0|0|1|1|500.0|2200.0|Palisades Park|47.6672|-117.4876|5|0.0|https://www.wta.org/go-hiking/hikes/palisades-park|None|Eastern Washington| Spokane Area/Coeur d'Alene|7.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|9320.160606126654
1925|0|0|0|0|0|0|0|0|0|0|0|0|0|0|60.0|170.0|Llandover Woods Greenspace|47.7341|-122.3619|5|0.0|https://www.wta.org/go-hiking/hikes/llandover-woods-greenspace|None|Puget Sound and Islands| Seattle-Tacoma Area|0.7|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9376.101676800214
287|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Big Chief Mountain|||5||https://www.wta.org/go-hiking/hikes/big-chief-mtn-5858||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1921|0|0|0|0|0|0|1|0|0|0|1|0|0|0|||Mount Mastiff via Merritt Lake|47.7908|-120.8847|5||https://www.wta.org/go-hiking/hikes/mount-mastiff-via-merritt-lake|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9350.256983906007
2750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||North Fork Twenty Mile|||5||https://www.wta.org/go-hiking/hikes/north-fork-twenty-mile||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
2373|0|0|0|0|0|0|0|0|0|0|1|0|0|0|||Mount Morpheus |||5||https://www.wta.org/go-hiking/hikes/morpheous-5432-attempt||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1224|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Pioneer Park - La Conner|48.3853|-122.5006|5||https://www.wta.org/go-hiking/hikes/pioneer-park-la-conner||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9299.745702958227
2130|0|0|0|0|0|0|1|0|0|0|1|0|0|0|||Anaconda Peak|48.0728|-121.6547|5||https://www.wta.org/go-hiking/hikes/anaconda-peak||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9326.650778097797
1985|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Hemlock Peak|||5||https://www.wta.org/go-hiking/hikes/hemlock-peak||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1556|1|0|0|0|1|0|1|0|0|0|0|0|0|1|600.0|650.0|Young Hill|48.5866|-123.1468|5|6.0|https://www.wta.org/go-hiking/hikes/young-hill-and-bell-point||Puget Sound and Islands| San Juan Islands|2.2|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9185.922244778787
1987|0|0|0|0|0|0|1|0|1|1|0|0|1|0|3550.0|6850.0|Golden Stairway|48.5673|-119.9042|5|4.0|https://www.wta.org/go-hiking/hikes/golden-stairway-1|None|North Cascades| Pasayten|12.6|2.5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9140.496899258917
638|0|0|0|0|1|0|0|0|0|1|0|0|0|0|||Railroad Bridge Park|48.0853|-123.1468|5||https://www.wta.org/go-hiking/hikes/railroad-bridge-park|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9338.288868927606
2360|0|0|0|0|1|1|1|0|0|0|0|0|1|1|||Tennant Lake and Hovander Homestead Trails|||5||https://www.wta.org/go-hiking/hikes/tennant-lake-and-hovander-homestead-trails||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1560|0|0|0|0|0|1|1|0|1|0|0|1|0|0|250.0|4500.0|White Pass Nordic Center|46.6397|-121.3924|5|0.0|https://www.wta.org/go-hiking/hikes/white-pass-nordic-center||South Cascades| White Pass/Cowlitz River Valley|1.86|0.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|9583.958124811754
1683|0|0|1|0|0|0|1|0|0|1|0|0|1|0|2885.0|5000.0|South Fork Walla Walla River|45.8305|-118.1697|5|0.0|https://www.wta.org/go-hiking/hikes/south-fork-walla-walla-river|Northwest Forest Pass|Eastern Washington| Palouse and Blue Mountains|39.2|0.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9682.046001965084
2570|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Marble Pass|||5||https://www.wta.org/go-hiking/hikes/marble-pass||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1212|0|0|0|0|0|0|1|0|0|0|0|0|1|0|2000.0|4800.0|Halliday|48.923|-117.3107|5|3.0|https://www.wta.org/go-hiking/hikes/halliday|None|Eastern Washington| Selkirk Range|8.4|3.67|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|9078.5264803548
909|0|0|0|0|1|0|0|0|0|0|0|0|1|1|200.0|2260.0|Fishtrap Lake - Scroggie Loop|47.3335|-117.7777|5|4.0|https://www.wta.org/go-hiking/hikes/fishtrap-lake-scroggie-loop|None|Eastern Washington| Spokane Area/Coeur d'Alene|3.0|2.5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|9360.471382075155
1553|0|0|0|0|1|0|0|0|0|1|0|0|0|0|||Yelm-Tenino Trail|46.942|-122.6085|5||https://www.wta.org/go-hiking/hikes/yelm-tenino-trail|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9460.142443690234
1878|0|0|0|0|1|1|0|0|0|0|0|0|1|0|9.0|45.0|Lake Tye|47.8625|-122.0098|5|0.0|https://www.wta.org/go-hiking/hikes/lake-tye|None|Puget Sound and Islands| Seattle-Tacoma Area|2.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9358.750775294293
661|0|0|0|0|0|0|0|0|0|1|0|0|0|1|||Port Gamble Forest - Forbidden Forest Trail Loop|47.84|-122.5876|5||https://www.wta.org/go-hiking/hikes/port-gamble-forest-forbidden-forest-trail-loop|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9360.739492179233
1936|0|0|0|0|0|1|0|1|0|0|0|0|0|1|200.0|2277.0|Columbia Plateau Trail - Fish Lake|47.5662|-117.4933|5|1.0|https://www.wta.org/go-hiking/hikes/columbia-plateau-trail|Discover Pass|Eastern Washington| Spokane Area/Coeur d'Alene|7.5|4.0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|9331.298627348431
2751|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||North Fork Bridge Creek|||5||https://www.wta.org/go-hiking/hikes/north-fork-bridge-creek||nan|NaN|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
1505|0|0|1|0|1|0|0|1|0|1|0|0|1|0|||Iron Creek Campground|46.4291|-121.9878|5||https://www.wta.org/go-hiking/hikes/iron-creek-campground|Northwest Forest Pass|nan|NaN|||0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9511.186244464707
1965|0|0|1|0|0|0|1|1|1|0|0|0|1|1|1900.0|6100.0|Stagman Ridge, Horseshoe Meadow, Lookingglass Lake|46.1701|-121.6292|5|5.0|https://www.wta.org/go-hiking/hikes/horseshoe-meadow|Northwest Forest Pass|South Cascades| Mount Adams Area|11.0|3.8|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9686.124510464617
2597|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1200.0|5200.0|Schriebers Meadow Snowshoe|48.7061|-121.8096|5|2.0|https://www.wta.org/go-hiking/hikes/schriebers-meadow-snowshoe|Sno-Parks Permit|North Cascades| North Cascades Highway - Hwy 20|14.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9158.401238090568
699|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1740.0|4100.0|Yurt Snowshoe|46.6648|-121.9822|5|1.0|https://www.wta.org/go-hiking/hikes/yurt-snowshoe|Sno-Parks Permit|Mount Rainier Area| SW - Longmire/Paradise|12.5|5.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9566.95655225988
2850|0|1|1|0|0|1|1|0|0|0|0|0|1|0|||Lunch Lake|47.9553|-123.8358|5||https://www.wta.org/go-hiking/hikes/lunch-lake|National Park Pass|nan|NaN|||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9358.034060207297
1519|0|0|0|0|1|0|0|0|0|0|0|0|0|0|||Children of the Sun|47.7746|-117.4019|5||https://www.wta.org/go-hiking/hikes/children-of-the-sun|None|nan|NaN|||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9311.653464823783
690|0|0|0|0|0|1|1|0|0|0|0|0|0|1|164.0|164.0|520 Trail|47.6451|-122.3019|5|0.0|https://www.wta.org/go-hiking/hikes/520-trail|None|Puget Sound and Islands| Seattle-Tacoma Area|9.8|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9385.396789003507
685|0|1|0|0|0|0|1|0|0|0|0|0|0|0|2500.0|4516.0|Segelsen Ridge Snowshoe|48.302|-121.6444|5|2.0|https://www.wta.org/go-hiking/hikes/segelsen-ridge-snowshoe|Sno-Parks Permit|North Cascades| Mountain Loop Highway|6.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9250.546106104754
784|0|0|0|0|0|0|1|0|1|0|1|0|1|0|5900.0|9249.0|Mount Fernow|48.1628|-120.8084|5|0.0|https://www.wta.org/go-hiking/hikes/mount-fernow|None|Central Cascades| Leavenworth Area|44.0|0.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9308.477911966256
1679|0|0|0|0|0|0|1|1|1|1|0|1|0|0|5600.0|5400.0|Rock Creek - Red Pass Loop|47.4454|-121.4235|5|0.0|https://www.wta.org/go-hiking/hikes/snow-lake-rock-creek-middle-fork-red-pass-commonwealth-basin-loop|Northwest Forest Pass|Snoqualmie Region| Snoqualmie Pass|17.0|0.0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9416.184932339764
